Company,Sector,Industry,Revenue,Profits,Employees
NETFLIX,Retailing,Petroleum,680338,53056,54144
TESLA,Automobile,Software,147857,75625,83843
IBM,Automobile,Pharmaceutical,392668,82753,76529
IBM,Energy,Pharmaceutical,127376,11626,33873
ADOBE,Technology,Software,512544,64778,32958
GOOGLE,Retailing,Petroleum,178389,66418,50470
APPLE,Automobile,Software,291625,87586,56943
AMAZON,Banking,Stocks,310036,84638,62984
WALMART,Energy,Pharmaceutical,286343,70434,43509
ADOBE,Energy,Software,728689,89539,39778
ORACLE,Technology,Software,848154,36546,83244
NETFLIX,Automobile,Banking Sector,414259,69373,78022
ORACLE,Pharma,Software,712508,42901,73701
META,Technology,General,463285,35577,68467
GOOGLE,Energy,General,576059,75954,60119
IBM,Pharma,Banking Sector,329513,63599,30132
WALMART,Technology,Software,428537,40412,75917
APPLE,Energy,General,290470,56900,54708
APPLE,Technology,Pharmaceutical,251791,37342,89007
IBM,Automobile,Vehicle Manufacturing,643209,71928,53076
GOOGLE,Automobile,General,584086,25483,40207
META,Pharma,Software,232569,68550,58178
MICROSOFT,Banking,Banking Sector,134720,64796,87235
ADOBE,Retailing,Software,289924,85641,77231
TESLA,Technology,Pharmaceutical,345892,78072,65897
WALMART,Technology,Software,551982,71536,56059
GOOGLE,Healthcare,Stocks,584699,15541,39426
ORACLE,Energy,Healthcare,200353,62939,71965
MICROSOFT,Pharma,Petroleum,459042,77882,50249
NETFLIX,Energy,Software,257236,54969,57429
APPLE,Healthcare,Pharmaceutical,527600,72262,88414
AMAZON,Retailing,General,840184,37760,58563
TESLA,Technology,Vehicle Manufacturing,237721,52978,76532
ORACLE,Technology,Stocks,536955,19476,45568
ADOBE,Technology,Software,362434,23267,86697
GOOGLE,Retailing,General,577942,61315,58773
NETFLIX,Automobile,Banking Sector,425403,11557,51254
MICROSOFT,Banking,Stocks,416206,31548,71104
WALMART,Technology,Vehicle Manufacturing,717651,47377,44500
ORACLE,Retailing,Stocks,649895,67929,89866
IBM,Automobile,General,508456,83616,88292
IBM,Retailing,General,474103,70386,44703
GOOGLE,Technology,Healthcare,521533,69141,86181
AMAZON,Healthcare,Vehicle Manufacturing,436020,57779,51774
ORACLE,Retailing,Vehicle Manufacturing,240567,52327,37808
APPLE,Automobile,General,489674,58893,62618
APPLE,Energy,Stocks,778152,59952,32367
AMAZON,Automobile,Software,404903,48918,36069
GOOGLE,Healthcare,Healthcare,485367,87897,68177
AMAZON,Pharma,Vehicle Manufacturing,812656,33719,50838
AMAZON,Automobile,Stocks,543557,43310,50554
NETFLIX,Technology,General,526474,35521,51936
WALMART,Energy,Petroleum,508993,22454,61625
TESLA,Healthcare,Software,505875,20903,86754
TESLA,Retailing,Software,671289,43828,68532
ORACLE,Retailing,Petroleum,306045,70551,82600
MICROSOFT,Energy,Pharmaceutical,475466,80462,72360
APPLE,Banking,Petroleum,779743,75554,57728
GOOGLE,Technology,Healthcare,406903,65640,80023
IBM,Automobile,Pharmaceutical,841432,60375,35042
ORACLE,Retailing,Vehicle Manufacturing,476678,43540,39906
GOOGLE,Retailing,Pharmaceutical,596494,16128,78592
WALMART,Pharma,Petroleum,127528,25052,47679
AMAZON,Banking,Petroleum,300975,87396,77221
META,Technology,Pharmaceutical,170676,83817,69393
WALMART,Energy,Healthcare,594171,50589,66294
WALMART,Healthcare,Petroleum,267354,63671,63772
IBM,Automobile,Healthcare,133688,12861,64157
APPLE,Energy,General,470715,77567,32739
AMAZON,Technology,Pharmaceutical,141859,36243,44197
ADOBE,Banking,General,481428,15368,66232
IBM,Banking,General,480575,60368,76543
MICROSOFT,Energy,Vehicle Manufacturing,745032,88371,32492
WALMART,Retailing,Petroleum,372373,19976,36370
NETFLIX,Banking,Vehicle Manufacturing,721006,50775,57395
APPLE,Retailing,Petroleum,293572,49091,89357
NETFLIX,Automobile,Vehicle Manufacturing,395824,29898,63142
IBM,Retailing,Banking Sector,718475,79640,86619
MICROSOFT,Automobile,Stocks,179079,70904,83624
ADOBE,Pharma,Pharmaceutical,738194,53078,69244
IBM,Healthcare,Stocks,532678,11589,86490
TESLA,Retailing,General,381577,40372,35179
ADOBE,Banking,Vehicle Manufacturing,512390,65690,75013
ORACLE,Automobile,Petroleum,564950,62215,53227
META,Healthcare,Petroleum,346335,13975,48704
TESLA,Pharma,Banking Sector,185125,50741,45408
AMAZON,Pharma,Vehicle Manufacturing,429822,24163,56079
ADOBE,Energy,General,679028,61543,39448
TESLA,Energy,Healthcare,261507,27656,85510
MICROSOFT,Technology,Software,279925,46548,88546
AMAZON,Automobile,Vehicle Manufacturing,392044,23324,42212
NETFLIX,Technology,Healthcare,827022,85515,53859
ORACLE,Automobile,Pharmaceutical,461168,82314,56008
IBM,Pharma,General,846241,53324,86049
AMAZON,Retailing,Healthcare,452461,15736,63952
MICROSOFT,Energy,Pharmaceutical,789261,47602,85076
GOOGLE,Banking,Software,664972,80520,53125
TESLA,Pharma,Petroleum,743147,33542,30994
NETFLIX,Pharma,Vehicle Manufacturing,516003,60924,70188
MICROSOFT,Retailing,Banking Sector,821573,89368,57183
GOOGLE,Automobile,Vehicle Manufacturing,846776,32395,39100
MICROSOFT,Automobile,Healthcare,211934,33808,60802
ORACLE,Retailing,Pharmaceutical,253729,80785,43491
TESLA,Banking,Banking Sector,480692,94201,60821
AMAZON,Healthcare,General,293819,28590,88590
AMAZON,Technology,Petroleum,601420,76160,35286
WALMART,Technology,Vehicle Manufacturing,261256,84928,49411
ORACLE,Healthcare,General,265005,61669,73289
TESLA,Energy,Pharmaceutical,601925,40256,80917
ORACLE,Banking,Healthcare,416056,23515,87685
WALMART,Energy,Healthcare,776464,20597,32008
MICROSOFT,Retailing,Healthcare,254704,80283,58258
WALMART,Banking,Vehicle Manufacturing,616425,86119,71756
APPLE,Automobile,Vehicle Manufacturing,795806,74747,78803
ADOBE,Automobile,Software,802274,94197,38896
APPLE,Banking,Petroleum,208333,19063,49351
APPLE,Pharma,Healthcare,659036,43810,46180
META,Healthcare,Stocks,538433,13338,81927
IBM,Banking,Software,616546,73348,81501
TESLA,Healthcare,Banking Sector,800650,40057,42346
ADOBE,Retailing,Stocks,465265,38753,68762
MICROSOFT,Pharma,Stocks,265438,45560,38398
ORACLE,Healthcare,Software,625058,70115,80460
GOOGLE,Automobile,Software,389507,58462,59222
WALMART,Energy,General,297863,24978,73146
AMAZON,Pharma,Banking Sector,320770,23220,36540
ADOBE,Pharma,Pharmaceutical,577959,15567,44894
NETFLIX,Retailing,Healthcare,735728,62935,76629
AMAZON,Automobile,Pharmaceutical,309912,13072,79684
WALMART,Energy,Software,472315,93031,75347
TESLA,Healthcare,Healthcare,511406,76925,81878
TESLA,Energy,Software,622868,18337,87701
NETFLIX,Pharma,Healthcare,840621,88298,41643
AMAZON,Energy,Healthcare,262156,94750,33576
GOOGLE,Energy,Pharmaceutical,552087,21644,85848
NETFLIX,Banking,Software,745812,48986,56968
META,Banking,Software,675858,19945,64066
TESLA,Pharma,Vehicle Manufacturing,350705,65298,78909
IBM,Healthcare,Healthcare,727083,53672,70527
ADOBE,Healthcare,Banking Sector,739229,28703,76154
IBM,Technology,Banking Sector,584514,33664,45050
WALMART,Energy,General,216629,92103,48401
META,Retailing,Software,636092,85835,57690
GOOGLE,Automobile,Healthcare,654721,87469,54842
ORACLE,Energy,Software,836947,71917,67368
IBM,Banking,Software,705864,93187,71396
GOOGLE,Healthcare,Stocks,146312,16766,66054
WALMART,Technology,General,156623,23768,78650
ADOBE,Retailing,Vehicle Manufacturing,825244,65554,69069
APPLE,Automobile,Stocks,460268,22246,51090
META,Energy,Banking Sector,237910,44208,86822
TESLA,Healthcare,General,717510,63106,59183
IBM,Banking,General,821044,78010,30519
APPLE,Banking,Pharmaceutical,786821,57273,63740
META,Retailing,Pharmaceutical,289234,33871,61704
WALMART,Banking,Pharmaceutical,742731,62652,57757
ORACLE,Banking,Stocks,774232,49982,83484
AMAZON,Retailing,General,487106,26068,59926
IBM,Pharma,Software,287831,54501,34190
GOOGLE,Banking,Healthcare,393455,37957,79733
MICROSOFT,Energy,Healthcare,578005,71725,54454
WALMART,Automobile,Software,646882,69232,43937
ADOBE,Banking,Stocks,531850,54883,64867
META,Energy,General,341863,20122,30594
ADOBE,Banking,Software,753375,23078,46827
APPLE,Automobile,Software,203656,93516,88683
WALMART,Banking,Stocks,659778,14911,81674
NETFLIX,Technology,General,629752,45629,55842
NETFLIX,Banking,Vehicle Manufacturing,758599,76213,84560
WALMART,Energy,Software,283923,22809,60111
IBM,Healthcare,Stocks,428909,41181,54133
NETFLIX,Automobile,Healthcare,177866,39576,40068
ORACLE,Healthcare,Healthcare,530649,86080,54360
GOOGLE,Energy,Banking Sector,682862,69391,77687
NETFLIX,Automobile,Healthcare,460728,12378,61100
AMAZON,Healthcare,Petroleum,183077,76433,41525
AMAZON,Banking,Healthcare,809152,89038,49499
META,Healthcare,Vehicle Manufacturing,406049,65420,79097
WALMART,Technology,Stocks,837889,60660,35778
ADOBE,Pharma,Healthcare,813139,64068,73920
MICROSOFT,Technology,Vehicle Manufacturing,309606,68854,51872
NETFLIX,Banking,Pharmaceutical,393085,40224,68017
APPLE,Pharma,Banking Sector,191724,93516,69659
ORACLE,Automobile,Vehicle Manufacturing,353287,13163,34041
WALMART,Automobile,Healthcare,534016,30017,76596
IBM,Healthcare,General,501127,21121,55483
ADOBE,Technology,Software,660211,71597,87024
WALMART,Technology,Pharmaceutical,650786,25168,35924
MICROSOFT,Banking,Banking Sector,329903,73445,79061
WALMART,Banking,Healthcare,758709,65475,53913
GOOGLE,Automobile,Stocks,749633,52537,68059
AMAZON,Automobile,Software,608195,72448,75676
APPLE,Energy,Banking Sector,437684,78741,68844
TESLA,Banking,General,622238,22687,41937
TESLA,Pharma,Vehicle Manufacturing,763566,89816,36297
ORACLE,Energy,Stocks,626490,12240,33252
WALMART,Retailing,Healthcare,352426,24745,43903
GOOGLE,Automobile,Healthcare,618842,45317,57570
APPLE,Retailing,Petroleum,386843,67958,79666
AMAZON,Healthcare,Pharmaceutical,204421,58147,62749
META,Technology,Stocks,762039,19834,64491
ADOBE,Retailing,Banking Sector,191190,88389,53146
NETFLIX,Healthcare,Petroleum,620893,68112,73675
ORACLE,Energy,Stocks,287674,39850,75398
ORACLE,Energy,Stocks,849359,82669,51178
AMAZON,Automobile,General,583415,36553,30376
WALMART,Retailing,Stocks,698506,34243,69869
MICROSOFT,Healthcare,Healthcare,499147,29837,65597
META,Pharma,Software,233915,60094,77592
MICROSOFT,Energy,Vehicle Manufacturing,439909,74494,40266
NETFLIX,Pharma,Pharmaceutical,648068,45875,57024
ADOBE,Banking,Banking Sector,461549,15433,59809
WALMART,Retailing,Healthcare,232697,12285,38054
AMAZON,Energy,General,676902,82608,33218
AMAZON,Automobile,Banking Sector,547703,51697,83662
ORACLE,Healthcare,General,835566,55357,65581
IBM,Banking,General,460607,80439,30690
IBM,Technology,Vehicle Manufacturing,635113,88927,62232
ADOBE,Energy,Software,581384,21404,68552
MICROSOFT,Automobile,Vehicle Manufacturing,520237,36409,84399
NETFLIX,Healthcare,Pharmaceutical,532541,54318,45875
MICROSOFT,Retailing,Pharmaceutical,590791,69023,48120
TESLA,Automobile,Healthcare,333281,73850,67824
GOOGLE,Retailing,Vehicle Manufacturing,303539,76797,37500
TESLA,Technology,Banking Sector,125543,34765,44324
META,Energy,Healthcare,701103,94731,62685
MICROSOFT,Energy,Banking Sector,177721,53353,40786
IBM,Pharma,Pharmaceutical,134094,52876,89525
WALMART,Technology,Pharmaceutical,621226,28113,79253
NETFLIX,Technology,Software,797761,84881,57988
GOOGLE,Pharma,Petroleum,407781,57583,68502
META,Automobile,Healthcare,554590,60499,31053
TESLA,Pharma,Banking Sector,733803,26053,69747
AMAZON,Technology,Software,437516,74529,77231
MICROSOFT,Automobile,Vehicle Manufacturing,507561,37867,70238
META,Banking,Banking Sector,674425,70034,82837
ADOBE,Pharma,Banking Sector,811376,58475,59667
IBM,Retailing,Petroleum,787435,91225,65076
ADOBE,Energy,Pharmaceutical,755117,62157,34228
NETFLIX,Retailing,Banking Sector,314887,55426,61384
ADOBE,Automobile,Software,631852,47394,45532
META,Banking,Stocks,208213,29560,44566
AMAZON,Energy,Software,590961,59390,55132
IBM,Healthcare,Petroleum,699918,84765,84565
AMAZON,Automobile,Banking Sector,516446,75589,68838
WALMART,Pharma,Healthcare,257993,35562,83344
TESLA,Technology,General,187637,53426,68613
APPLE,Energy,Pharmaceutical,492714,25851,58714
MICROSOFT,Automobile,Banking Sector,702271,58752,48637
APPLE,Energy,Petroleum,724421,40375,48169
ADOBE,Retailing,Pharmaceutical,553605,27473,86343
WALMART,Banking,Software,233159,28659,42349
TESLA,Retailing,Healthcare,183012,64270,52035
MICROSOFT,Retailing,Banking Sector,329209,59290,70142
META,Energy,General,723025,62898,83120
GOOGLE,Pharma,Stocks,250869,88910,56433
APPLE,Pharma,Software,712349,75067,80063
WALMART,Energy,Software,653741,83355,39587
META,Retailing,Software,570564,43446,33106
TESLA,Automobile,Software,355154,87158,72023
AMAZON,Banking,Healthcare,583589,61439,56995
APPLE,Pharma,Software,814277,85630,62675
AMAZON,Healthcare,Banking Sector,476248,12459,81836
APPLE,Banking,Pharmaceutical,415918,58683,73369
APPLE,Automobile,Stocks,754776,63393,40294
TESLA,Banking,General,844604,21707,31128
META,Pharma,Healthcare,315805,30341,56526
ORACLE,Retailing,Software,666897,31753,52651
ADOBE,Automobile,Healthcare,141462,54590,70707
ADOBE,Banking,Petroleum,493290,66752,62759
IBM,Technology,Software,588551,52875,43323
TESLA,Pharma,Software,297585,47432,82530
WALMART,Energy,Petroleum,743985,83491,60169
WALMART,Technology,Pharmaceutical,132493,75860,51583
ORACLE,Healthcare,Healthcare,849233,83170,82849
APPLE,Energy,Healthcare,535918,55398,70539
WALMART,Automobile,Stocks,583624,79363,44216
TESLA,Energy,General,600465,14150,52885
IBM,Healthcare,Healthcare,172649,64575,69715
NETFLIX,Automobile,Stocks,192974,27841,65044
IBM,Energy,Vehicle Manufacturing,699105,42762,66227
META,Healthcare,General,317058,74373,86692
AMAZON,Energy,Healthcare,596644,85601,87502
AMAZON,Healthcare,Stocks,242062,48851,77516
TESLA,Retailing,Pharmaceutical,213574,40189,61007
IBM,Automobile,Healthcare,127644,66850,75120
MICROSOFT,Pharma,General,679887,59756,64779
MICROSOFT,Technology,Vehicle Manufacturing,711434,45184,74791
AMAZON,Retailing,Vehicle Manufacturing,665950,27203,57746
META,Retailing,Healthcare,686753,62729,57889
ORACLE,Banking,Vehicle Manufacturing,173158,63309,61116
META,Energy,Banking Sector,716524,57625,59419
MICROSOFT,Banking,Banking Sector,429727,24170,83142
APPLE,Energy,Software,629774,28149,53186
APPLE,Energy,General,312522,54019,75117
AMAZON,Banking,Petroleum,152043,93337,65427
ORACLE,Healthcare,Banking Sector,679275,69661,39912
MICROSOFT,Energy,Software,653325,49267,79549
ORACLE,Healthcare,Software,784851,30526,33045
AMAZON,Technology,Stocks,427126,25960,31075
ADOBE,Technology,Banking Sector,187146,72199,78178
ADOBE,Pharma,Healthcare,247623,64224,54836
APPLE,Pharma,Petroleum,573918,26018,35635
ORACLE,Banking,Banking Sector,785274,61122,58621
IBM,Retailing,Pharmaceutical,142454,47109,58865
WALMART,Banking,Banking Sector,172226,16517,32715
ADOBE,Energy,Pharmaceutical,160564,94980,66289
TESLA,Retailing,Stocks,781611,73594,31514
NETFLIX,Healthcare,General,807431,61387,50327
TESLA,Healthcare,Pharmaceutical,779117,42718,51760
NETFLIX,Banking,Banking Sector,806025,77349,32668
WALMART,Retailing,Vehicle Manufacturing,346423,84717,44256
NETFLIX,Energy,Software,271910,32593,49949
ORACLE,Energy,Petroleum,633049,16030,64339
MICROSOFT,Retailing,Banking Sector,192760,49900,87093
WALMART,Banking,Stocks,398295,46670,72395
WALMART,Healthcare,Vehicle Manufacturing,545874,43477,73987
TESLA,Technology,General,161559,45059,53394
MICROSOFT,Pharma,General,411497,83107,86870
AMAZON,Healthcare,Vehicle Manufacturing,644899,93833,40860
ORACLE,Technology,Pharmaceutical,135743,86412,54672
IBM,Banking,Software,178403,85007,67981
AMAZON,Automobile,Healthcare,202087,76249,84043
APPLE,Pharma,Petroleum,542333,64252,64950
AMAZON,Technology,Healthcare,143683,41123,86225
WALMART,Pharma,Pharmaceutical,523173,90002,37116
WALMART,Retailing,Petroleum,507556,18162,36628
NETFLIX,Energy,Banking Sector,398792,64589,55234
GOOGLE,Energy,Software,367886,25641,40144
ORACLE,Retailing,Vehicle Manufacturing,238251,27676,58925
NETFLIX,Pharma,Software,538833,33572,80480
GOOGLE,Healthcare,Banking Sector,647370,94738,68296
ADOBE,Automobile,Pharmaceutical,506534,15866,66396
APPLE,Banking,Software,250549,72111,89227
MICROSOFT,Banking,Healthcare,218901,55151,80725
META,Technology,Vehicle Manufacturing,163611,47404,41304
NETFLIX,Healthcare,Petroleum,402931,44092,59346
IBM,Automobile,Banking Sector,163683,45722,47202
IBM,Energy,Stocks,576034,45240,48607
ORACLE,Banking,Stocks,753721,65275,78400
TESLA,Energy,Banking Sector,394433,22312,73244
WALMART,Healthcare,Petroleum,354842,71674,66549
APPLE,Energy,Software,574389,28699,31370
TESLA,Retailing,Healthcare,590823,43313,68943
NETFLIX,Energy,Stocks,452636,33756,83526
META,Banking,Vehicle Manufacturing,127548,74680,48436
WALMART,Banking,Petroleum,451099,68220,47139
ADOBE,Technology,Stocks,581477,27249,42473
ORACLE,Retailing,Pharmaceutical,287447,53670,53148
ORACLE,Automobile,Petroleum,709042,36881,39396
NETFLIX,Banking,Stocks,217573,38239,64954
ADOBE,Technology,Banking Sector,486420,20488,85211
APPLE,Pharma,Banking Sector,411439,28370,87064
WALMART,Energy,Stocks,629619,55468,30434
ORACLE,Automobile,General,660354,46896,72416
AMAZON,Retailing,General,584907,31493,60855
IBM,Retailing,Vehicle Manufacturing,322286,37938,50109
APPLE,Banking,Stocks,813468,92042,43886
META,Pharma,Petroleum,385288,30850,56654
META,Retailing,Software,384478,42960,40135
NETFLIX,Retailing,Software,593877,67301,58768
ADOBE,Automobile,Banking Sector,656218,77676,86355
IBM,Pharma,Pharmaceutical,528495,81441,59251
WALMART,Banking,Software,433514,87489,74957
GOOGLE,Pharma,Pharmaceutical,406528,90573,70014
MICROSOFT,Healthcare,Petroleum,336030,65667,62046
ORACLE,Banking,Software,289608,63859,56795
AMAZON,Energy,General,845104,54297,45067
NETFLIX,Banking,Vehicle Manufacturing,585471,76718,43712
GOOGLE,Technology,Healthcare,204316,63013,38089
MICROSOFT,Healthcare,Petroleum,632157,70006,69116
APPLE,Energy,Healthcare,442096,16404,89974
MICROSOFT,Pharma,Healthcare,323612,37175,36672
WALMART,Energy,Petroleum,661966,13060,36907
NETFLIX,Automobile,Pharmaceutical,691808,12485,40323
MICROSOFT,Automobile,Stocks,688867,18644,86932
IBM,Healthcare,Healthcare,650056,80272,84824
TESLA,Banking,Banking Sector,328368,20432,37231
ORACLE,Energy,Healthcare,715733,74442,65663
IBM,Energy,Software,383023,45090,83026
IBM,Healthcare,Banking Sector,732966,22070,31408
WALMART,Automobile,Vehicle Manufacturing,137910,76550,57540
GOOGLE,Retailing,Vehicle Manufacturing,495374,18812,48986
NETFLIX,Technology,Stocks,555333,33883,83067
GOOGLE,Energy,Software,704018,94767,69657
GOOGLE,Retailing,Banking Sector,234854,94666,81237
AMAZON,Banking,Stocks,571967,24015,81909
MICROSOFT,Energy,General,561009,27432,34263
APPLE,Pharma,Pharmaceutical,159776,21143,51173
META,Healthcare,Software,808263,13314,55865
GOOGLE,Banking,Petroleum,163975,84968,70094
META,Banking,Banking Sector,317870,66397,64797
NETFLIX,Automobile,Banking Sector,177027,80913,44052
NETFLIX,Pharma,Petroleum,535342,84027,83052
WALMART,Retailing,Petroleum,430041,16501,59001
MICROSOFT,Automobile,Healthcare,181535,79872,74951
META,Technology,Pharmaceutical,332285,86833,31172
MICROSOFT,Pharma,General,757052,31323,31714
APPLE,Energy,Vehicle Manufacturing,310684,63140,82172
APPLE,Automobile,General,788215,34235,72727
ADOBE,Automobile,Pharmaceutical,663617,53777,88511
WALMART,Automobile,Stocks,191176,41282,41025
META,Retailing,Petroleum,471213,33821,40005
TESLA,Healthcare,Healthcare,306320,28718,67676
META,Banking,Stocks,468905,44544,32436
IBM,Energy,Healthcare,702416,49763,62066
ORACLE,Energy,Healthcare,797015,22182,63152
AMAZON,Automobile,Pharmaceutical,503543,89663,47581
META,Pharma,General,185220,73331,83345
WALMART,Healthcare,Stocks,407692,67164,44200
NETFLIX,Automobile,Healthcare,626262,56925,53558
WALMART,Banking,Banking Sector,804816,13237,48359
ORACLE,Pharma,Healthcare,690877,75597,53649
APPLE,Technology,Software,612350,15108,70440
TESLA,Technology,Healthcare,246183,69169,81743
GOOGLE,Technology,Petroleum,363049,58522,68506
AMAZON,Technology,Pharmaceutical,327318,38456,45497
IBM,Healthcare,Banking Sector,831037,66130,68055
NETFLIX,Energy,General,246143,17391,35465
ADOBE,Automobile,General,220037,92013,74379
MICROSOFT,Retailing,Banking Sector,319607,11935,85653
NETFLIX,Retailing,Stocks,526832,18151,74995
TESLA,Retailing,Petroleum,531573,47218,38549
NETFLIX,Automobile,Healthcare,367328,26331,54847
IBM,Energy,General,701438,31468,42471
IBM,Technology,Petroleum,623449,22234,75291
META,Technology,Pharmaceutical,456806,71962,78396
ADOBE,Technology,Banking Sector,240484,90131,73638
WALMART,Pharma,Banking Sector,155242,83624,34823
TESLA,Banking,General,130955,54609,57070
META,Healthcare,Healthcare,793663,57938,40308
NETFLIX,Retailing,Banking Sector,752154,59376,35703
META,Healthcare,Vehicle Manufacturing,375222,58383,41935
ADOBE,Technology,Healthcare,808839,14687,39835
GOOGLE,Healthcare,Vehicle Manufacturing,627201,23820,33560
NETFLIX,Automobile,Banking Sector,568999,13844,41044
ADOBE,Pharma,Stocks,327657,59015,87908
META,Automobile,Software,426516,21636,73535
ADOBE,Pharma,General,510045,72711,35600
META,Energy,Healthcare,283501,27843,76750
META,Healthcare,Software,835609,56596,40696
NETFLIX,Technology,Banking Sector,677519,71894,89813
AMAZON,Pharma,Petroleum,545525,83592,86483
MICROSOFT,Technology,Software,236033,52582,86739
IBM,Technology,Petroleum,395593,32296,77403
ADOBE,Technology,Stocks,431983,76634,50431
ORACLE,Energy,Vehicle Manufacturing,585954,39420,34873
WALMART,Retailing,Software,202966,72598,88700
ADOBE,Technology,General,840541,64722,56364
TESLA,Energy,Pharmaceutical,457901,18012,65569
ORACLE,Automobile,General,326385,44314,30487
IBM,Banking,Petroleum,641864,63863,87863
IBM,Automobile,General,530749,24666,43519
WALMART,Technology,Petroleum,233557,27478,59618
MICROSOFT,Pharma,Healthcare,219869,79465,71383
WALMART,Technology,Software,295218,14881,46016
ORACLE,Automobile,Vehicle Manufacturing,500029,66298,47008
APPLE,Technology,Petroleum,722411,19365,73627
WALMART,Banking,Banking Sector,429893,28023,81193
NETFLIX,Banking,General,583948,83476,83733
GOOGLE,Healthcare,Pharmaceutical,203769,27118,57600
ADOBE,Retailing,Pharmaceutical,846944,33613,49854
WALMART,Banking,Petroleum,253035,44223,87575
META,Energy,Pharmaceutical,815883,62872,58606
GOOGLE,Energy,Stocks,258095,40992,85244
APPLE,Banking,Vehicle Manufacturing,433126,27553,78650
IBM,Healthcare,Petroleum,568263,78005,47151
NETFLIX,Technology,Healthcare,668707,89328,83015
ORACLE,Technology,Banking Sector,768177,30504,45601
ADOBE,Banking,Vehicle Manufacturing,534899,52759,39624
IBM,Healthcare,Software,425547,66664,46850
ORACLE,Retailing,Healthcare,228336,67774,79287
ADOBE,Pharma,Banking Sector,135013,67380,32210
ORACLE,Banking,Pharmaceutical,233422,23599,75287
MICROSOFT,Automobile,Petroleum,359635,49089,71993
NETFLIX,Banking,Healthcare,788472,24786,79605
WALMART,Technology,Software,694714,89462,85563
WALMART,Technology,Software,686542,67129,67788
WALMART,Banking,Banking Sector,599867,60249,33507
IBM,Pharma,Healthcare,139355,46951,36978
WALMART,Energy,Pharmaceutical,794752,48156,62011
ADOBE,Healthcare,Software,377124,42210,47528
MICROSOFT,Energy,Software,385685,67625,79745
TESLA,Automobile,General,223334,66911,62896
ORACLE,Retailing,Banking Sector,378146,21027,73631
META,Healthcare,Banking Sector,176151,44307,30268
TESLA,Retailing,Software,144441,21827,89764
IBM,Pharma,Banking Sector,776562,63144,66504
TESLA,Banking,Software,406716,13339,78349
TESLA,Energy,Stocks,717088,13784,51466
WALMART,Energy,General,753058,56888,61659
TESLA,Retailing,Petroleum,681413,45983,59288
GOOGLE,Automobile,Vehicle Manufacturing,654873,17504,55999
MICROSOFT,Banking,Stocks,427010,21087,57919
WALMART,Technology,Petroleum,750818,56394,86481
ADOBE,Technology,Vehicle Manufacturing,311124,74958,63606
WALMART,Pharma,General,660321,80827,78215
WALMART,Technology,Vehicle Manufacturing,651702,37395,35834
IBM,Retailing,Petroleum,607711,87358,51773
TESLA,Retailing,Stocks,292971,38481,45821
IBM,Retailing,Banking Sector,534127,74706,62661
GOOGLE,Energy,General,848655,39074,64019
ORACLE,Healthcare,Vehicle Manufacturing,254275,66655,41459
META,Banking,Petroleum,398893,23049,42417
ADOBE,Healthcare,Stocks,645937,75823,42361
GOOGLE,Retailing,Banking Sector,807159,75474,45238
META,Healthcare,Pharmaceutical,313636,24268,74317
ADOBE,Banking,Stocks,137441,90849,46556
GOOGLE,Technology,Software,747768,42255,88745
META,Energy,Petroleum,512570,77608,59841
IBM,Pharma,Pharmaceutical,275443,55876,33303
WALMART,Energy,Stocks,820299,54254,44825
WALMART,Healthcare,General,727593,58728,53520
WALMART,Pharma,Software,643384,90664,82476
TESLA,Retailing,Vehicle Manufacturing,434731,34872,62018
MICROSOFT,Automobile,Banking Sector,600876,30524,44583
AMAZON,Banking,Petroleum,567787,20364,38366
TESLA,Retailing,Petroleum,375980,53024,36794
IBM,Banking,Petroleum,376007,38194,33324
IBM,Technology,Software,469114,35605,54442
WALMART,Technology,Stocks,397770,64084,67799
ADOBE,Pharma,Pharmaceutical,233619,33351,43836
GOOGLE,Healthcare,Stocks,315169,40903,86105
GOOGLE,Technology,Software,386379,79645,79322
ORACLE,Banking,Software,187111,86434,49949
MICROSOFT,Pharma,Petroleum,385625,73919,30782
AMAZON,Energy,Software,669399,37883,61439
TESLA,Retailing,Petroleum,361130,25628,57803
AMAZON,Retailing,Stocks,519038,18088,63807
APPLE,Pharma,Healthcare,593056,19861,54404
IBM,Pharma,Healthcare,203132,69869,85210
AMAZON,Energy,Pharmaceutical,752644,82364,66641
MICROSOFT,Pharma,General,331928,69230,71808
ADOBE,Banking,Software,367545,82267,38080
IBM,Retailing,Healthcare,592022,19021,73984
ADOBE,Pharma,Pharmaceutical,539909,33157,50067
ORACLE,Energy,Pharmaceutical,157687,68622,86119
META,Technology,General,461459,41492,53335
ORACLE,Banking,Stocks,339396,45576,66160
IBM,Banking,Petroleum,661004,14595,73761
AMAZON,Healthcare,Stocks,717079,41453,63913
ORACLE,Technology,Stocks,685927,47743,62253
META,Pharma,Stocks,482156,78560,61871
ORACLE,Retailing,Software,198558,59640,57929
ADOBE,Technology,Banking Sector,371266,39359,78726
APPLE,Automobile,General,524848,64866,57269
WALMART,Automobile,General,800945,63637,43969
MICROSOFT,Technology,Petroleum,725908,20055,77096
NETFLIX,Banking,Petroleum,234421,88369,51783
ORACLE,Banking,Healthcare,151803,88983,46049
META,Retailing,Petroleum,324557,44506,74903
APPLE,Retailing,Software,641837,92627,35057
META,Technology,Healthcare,634236,86004,71354
WALMART,Retailing,General,559287,23782,83133
AMAZON,Pharma,Stocks,178314,12909,48795
ORACLE,Pharma,Stocks,172273,73497,39429
