Date,Country,Price(USD)
27-03-2019,Poland,3.301416182
20-05-2021,Poland,5.940138789
09-12-2019,Singapore,2.943113064
01-12-2022,Canada,3.044473263
13-02-2016,China,2.927430429
10-09-2015,Poland,7.154130727
22-12-2016,Nepal,2.58949034
05-09-2016,Austria,6.608683333
25-04-2020,Nepal,4.080480047
31-05-2015,Canada,2.155837435
04-07-2023,India,4.715730789
21-04-2021,India,2.82201945
05-05-2019,Canada,8.103485414
24-11-2015,India,6.032949902
02-01-2023,USA,3.671121546
08-04-2015,India,7.222494407
26-05-2019,Poland,5.754754538
29-05-2016,UK,2.50465652
01-02-2018,Nepal,3.216776842
24-08-2017,Poland,8.292698255
05-01-2022,UK,6.570148458
16-07-2023,India,6.587352375
21-03-2021,USA,5.723054615
04-06-2015,Nepal,4.187933841
14-12-2021,UK,7.285935738
14-08-2023,Poland,8.042744147
09-05-2018,India,3.238400611
13-08-2022,UK,3.373595335
04-08-2023,Poland,5.697460265
31-05-2017,USA,8.203323838
11-05-2022,UK,5.296591179
02-09-2021,Brazil,7.469041496
05-10-2018,UK,2.916251495
22-10-2022,Canada,6.817702263
01-03-2020,Canada,7.208254458
20-08-2020,China,3.822294238
25-10-2020,India,3.20666201
18-08-2022,Singapore,6.344288385
15-12-2022,Poland,5.30529034
03-03-2020,USA,7.27447431
25-07-2019,UK,5.312494703
24-01-2019,UK,5.080796914
12-11-2015,Nepal,2.492845185
15-02-2016,Austria,1.668006089
08-01-2020,Nepal,4.19768139
15-10-2018,Brazil,6.087552182
08-01-2022,Austria,7.951836423
12-03-2015,Poland,4.193206652
24-02-2019,Argentina,7.259494091
07-07-2022,UK,4.942744025
23-10-2016,UK,3.071657201
18-08-2019,China,4.001155328
11-05-2023,Germany,3.836073531
24-11-2021,Brazil,7.963237252
28-05-2015,UK,7.769105437
28-09-2017,Germany,2.557720782
03-05-2022,Nepal,5.213364484
23-02-2015,Germany,2.769558413
20-06-2018,Nepal,2.55154025
10-06-2022,Poland,6.310125024
10-06-2015,Germany,7.222937815
21-02-2015,Brazil,7.627815177
09-10-2021,China,7.913640488
14-09-2017,Poland,4.08378749
15-09-2015,China,7.175035904
10-08-2020,Argentina,7.090784777
05-12-2019,USA,7.531997826
22-02-2022,India,6.944488276
16-01-2021,India,3.741792023
08-07-2021,Nepal,4.626867749
07-01-2023,Canada,7.202548329
28-07-2016,UK,5.544900156
30-06-2018,Argentina,3.449332997
09-09-2021,UK,3.761373885
05-11-2022,India,2.773106354
13-03-2015,Nepal,3.968261303
16-11-2021,Canada,4.46682449
27-09-2018,Argentina,8.309942058
13-02-2016,Germany,7.054511133
08-06-2015,Brazil,2.467548941
17-03-2021,Poland,7.951234324
24-06-2017,Nepal,4.430617421
18-05-2021,Canada,5.271230681
03-08-2020,Canada,5.227321027
08-01-2023,Austria,4.192390774
23-01-2020,Germany,6.50444737
15-04-2019,Singapore,5.545135077
09-10-2020,Argentina,7.179044614
23-10-2021,Austria,6.421653193
24-01-2016,Austria,4.031966016
24-07-2019,Austria,8.457337185
05-01-2020,USA,4.036789096
11-03-2020,Canada,8.2033104
25-02-2023,UK,1.917041729
14-01-2023,Brazil,4.026009753
02-10-2021,India,3.562881017
28-11-2017,India,7.346766352
17-05-2018,Singapore,8.30273721
16-09-2019,Nepal,3.197481859
10-06-2022,Austria,1.891059661
28-11-2017,India,2.320650665
04-11-2021,Argentina,6.427739993
31-07-2017,Nepal,6.631570639
04-10-2017,Argentina,8.254392348
01-12-2021,Brazil,1.878583416
05-07-2019,UK,6.139231243
26-07-2022,UK,4.837785988
11-07-2023,Germany,7.593338841
20-06-2020,USA,2.528206703
28-05-2019,India,2.052953047
17-08-2015,UK,1.587343901
05-06-2021,Nepal,2.548020574
27-06-2018,India,4.788353162
03-07-2020,India,6.73674987
24-05-2023,Argentina,8.141360351
03-01-2019,Canada,4.380657383
29-05-2021,Brazil,4.607815455
02-05-2020,Poland,6.366729171
14-11-2023,China,2.278866664
04-03-2023,USA,7.668099996
04-11-2015,USA,5.729215192
23-12-2021,India,5.02306796
18-10-2023,USA,4.274734831
12-09-2021,Nepal,6.259324809
18-01-2016,Canada,5.379091449
30-03-2021,China,7.934051611
06-10-2021,Singapore,3.642237715
22-06-2021,Austria,4.465691831
10-03-2016,India,3.402793257
03-03-2023,UK,5.150507313
07-09-2017,India,6.70194317
23-07-2018,Nepal,5.833306323
01-03-2022,Austria,4.24603671
17-07-2022,Argentina,8.331911757
23-12-2019,Germany,7.391990926
06-03-2019,Argentina,4.77905267
05-09-2017,Brazil,6.068899665
16-07-2018,Nepal,7.290775758
28-06-2015,India,1.88270161
12-05-2020,Brazil,6.02653037
30-01-2017,Austria,3.389436921
15-03-2022,UK,2.044660036
15-09-2016,Germany,6.951580822
24-03-2023,Brazil,1.696342019
17-06-2018,China,2.639322823
22-06-2023,UK,1.95723417
08-06-2017,Germany,1.576839092
24-05-2016,China,2.814206666
12-09-2021,Austria,5.968722727
23-01-2017,USA,3.182346075
24-04-2016,UK,8.336642027
19-07-2018,Germany,1.814121767
14-03-2021,Canada,1.819764289
15-01-2020,Brazil,2.152476546
04-09-2021,China,1.559351115
03-09-2019,Brazil,6.76175601
17-05-2016,Nepal,5.001512582
25-07-2023,Brazil,6.762895895
14-08-2015,Argentina,3.990861049
14-02-2022,India,6.418597674
17-05-2022,UK,3.819227314
19-07-2015,Argentina,5.02504882
06-09-2021,Singapore,7.152460332
11-04-2020,India,1.665797175
03-02-2016,Nepal,4.838671238
07-07-2015,USA,3.530835667
11-03-2018,India,6.276617872
13-02-2020,UK,7.69642711
02-01-2023,UK,8.169728063
16-04-2016,Austria,7.690814477
18-11-2018,Poland,6.07954105
23-08-2016,Argentina,2.627329185
13-10-2022,Singapore,5.114105582
11-11-2017,Argentina,5.761172485
11-10-2023,Singapore,8.011590424
31-05-2017,Brazil,4.632361453
16-06-2021,India,3.873144962
01-05-2022,Brazil,5.864295371
04-07-2018,Nepal,1.780090319
23-04-2019,Argentina,6.919225006
05-06-2019,Nepal,3.173774395
11-07-2022,Germany,5.748139311
19-09-2015,India,5.46830603
05-09-2018,Canada,2.181842302
07-06-2017,USA,2.498357649
31-03-2019,China,5.329952367
22-09-2023,UK,4.992385824
16-02-2016,Canada,3.696030901
17-06-2023,China,2.630307395
07-05-2023,China,5.535581369
29-12-2022,Brazil,2.124604691
31-08-2018,India,6.474585223
24-03-2023,Canada,3.305608697
02-10-2019,Canada,8.349386325
25-06-2022,Canada,6.052044581
24-02-2016,India,8.078806288
03-08-2019,Germany,4.917812968
05-08-2018,Brazil,7.513022788
06-09-2015,Nepal,4.363232613
07-04-2016,Germany,7.919980815
02-07-2018,India,4.585793745
27-01-2020,Singapore,7.413849506
08-07-2017,Brazil,4.115781669
19-05-2022,Poland,4.392359648
13-09-2021,Canada,3.339792029
31-10-2019,Poland,1.79872902
06-03-2023,Poland,1.899410726
21-04-2021,Austria,6.398217073
30-07-2020,Singapore,1.555600621
29-05-2018,UK,3.534624201
06-02-2023,India,5.490936084
16-08-2020,UK,3.061359031
03-12-2021,Canada,6.184053933
13-12-2018,Brazil,4.761143172
03-11-2021,Poland,5.245810287
26-06-2021,Canada,2.263833356
23-10-2016,India,6.622446863
13-05-2022,Nepal,6.877516553
24-09-2022,Austria,4.310643295
28-07-2018,UK,3.720994036
13-03-2022,Germany,4.904065113
27-02-2015,Argentina,6.68899333
16-01-2021,UK,3.448625439
26-02-2018,USA,5.315568552
07-02-2021,Canada,2.518596601
11-05-2016,Austria,3.741306335
13-02-2015,USA,8.4146752
17-08-2016,Nepal,1.93680181
28-02-2017,Brazil,7.026913904
09-10-2017,Canada,2.993945817
10-06-2023,Austria,7.576144212
16-01-2023,Poland,4.460442438
17-08-2016,China,5.949811051
07-06-2019,UK,2.492165256
30-12-2020,China,4.335479361
02-11-2021,China,7.616431229
16-05-2017,Canada,7.599023908
12-06-2017,Singapore,2.998734323
27-02-2016,China,2.788548029
05-01-2020,USA,2.14708882
25-11-2021,Nepal,3.894134035
23-06-2019,China,2.651732969
26-06-2016,Brazil,8.093591511
27-09-2016,Canada,4.828495925
16-11-2021,Argentina,6.98700174
10-07-2019,Argentina,4.557487909
25-11-2019,Argentina,5.492218083
12-12-2017,USA,5.426359098
01-04-2019,Germany,2.889919844
22-05-2019,Argentina,6.175737419
24-11-2022,Germany,2.512320677
21-11-2020,Poland,8.404575629
21-04-2023,Argentina,6.699854432
07-04-2022,Argentina,6.631886342
30-08-2017,USA,2.553543957
10-07-2022,Canada,8.036735796
17-03-2017,Canada,7.55010944
28-05-2019,UK,7.044117732
19-12-2015,Poland,4.344706467
11-09-2019,Singapore,6.556002267
24-02-2016,Canada,8.103266216
28-07-2022,India,5.94005137
21-11-2022,Poland,8.28620258
11-09-2022,UK,1.755401802
04-04-2021,Argentina,8.353223922
11-02-2018,Nepal,6.375122613
06-12-2018,India,5.706603517
13-05-2015,Austria,3.936598878
29-09-2022,Austria,8.302211536
12-07-2023,Germany,8.185731188
14-11-2018,Brazil,7.196455445
11-04-2022,USA,3.613611298
24-12-2019,China,5.014596401
08-11-2022,UK,6.395220023
14-05-2022,Poland,8.493337186
09-02-2020,Nepal,4.372707676
28-05-2021,Brazil,7.297301023
04-02-2015,Nepal,5.16218876
03-12-2023,Brazil,2.293659996
01-08-2023,India,4.711764954
29-03-2018,Brazil,2.738266124
07-06-2023,Germany,2.638599968
20-07-2023,Nepal,4.17094326
28-11-2022,Poland,6.319854593
13-11-2016,Nepal,5.938750639
21-08-2016,Argentina,5.842635427
11-11-2023,UK,8.467542549
07-09-2022,UK,2.12746558
05-07-2016,USA,5.813822601
17-05-2023,Nepal,2.225727115
29-01-2015,Argentina,6.762087311
10-05-2021,Singapore,2.197914507
30-11-2018,Canada,5.02353064
29-08-2022,USA,6.173970945
29-04-2015,Nepal,2.983097885
23-06-2019,Canada,5.361115386
30-01-2019,UK,2.868921667
16-10-2022,Canada,8.153860471
01-11-2017,Brazil,8.273312714
21-05-2021,Canada,4.390543195
31-01-2021,Poland,6.426844697
02-11-2023,Argentina,4.270659887
27-07-2023,Brazil,6.975372378
06-07-2018,Singapore,3.485230959
30-05-2018,Poland,3.351493494
04-01-2023,Nepal,6.213105684
22-07-2022,USA,7.801310773
24-07-2016,Nepal,1.728722275
08-07-2020,USA,2.573627439
24-01-2022,Brazil,7.385387374
22-10-2022,Singapore,7.240240732
22-05-2015,Germany,3.72229674
19-07-2018,India,8.214124151
09-04-2023,Nepal,3.192817791
20-10-2019,Nepal,2.848622824
01-11-2017,Poland,4.2532242
28-01-2019,USA,7.109321524
26-05-2023,Germany,4.503717109
20-06-2015,Poland,4.23288188
09-08-2021,Argentina,2.716020896
21-05-2022,Brazil,5.120939546
29-10-2022,Nepal,3.11678653
23-10-2022,Argentina,7.10820382
13-02-2022,Singapore,2.328609097
24-01-2022,Germany,6.989969058
17-05-2016,Poland,7.916657536
03-12-2020,Singapore,2.613372182
05-09-2018,Brazil,2.926338037
22-09-2022,UK,1.679481611
21-10-2018,USA,5.902258883
10-10-2023,Germany,2.571340287
01-04-2021,Germany,6.453031397
03-09-2020,UK,5.502556843
23-10-2017,USA,6.696377368
25-01-2015,India,8.38389934
24-12-2015,Poland,5.920512545
27-03-2017,Brazil,2.805886199
21-03-2015,Poland,7.785364684
18-08-2018,China,2.856802402
05-05-2015,Austria,6.584188346
11-03-2022,Nepal,6.892741098
23-10-2020,Poland,1.862242065
10-08-2022,UK,8.044831254
05-03-2021,Poland,1.661985758
30-06-2020,Germany,7.568573324
26-12-2017,UK,4.713894065
17-02-2016,Germany,2.358790262
07-01-2022,India,3.477241269
15-01-2021,India,2.149439987
07-02-2015,Canada,7.412365291
10-08-2020,Austria,4.23560146
29-07-2020,Canada,7.068090194
22-01-2016,Nepal,2.015031788
25-08-2020,Poland,2.034188796
21-01-2015,Poland,4.439349827
23-09-2019,Brazil,5.934862587
25-08-2015,Canada,7.159843386
05-08-2020,India,3.591284879
31-10-2022,India,6.117664754
03-04-2021,Poland,5.746584013
10-04-2019,USA,2.320449977
26-12-2018,Brazil,8.456177044
18-09-2020,Canada,8.464412341
24-01-2022,Germany,5.325379402
11-08-2022,India,5.15223989
20-04-2020,China,7.986082255
18-06-2022,Austria,5.742775419
20-06-2023,Singapore,1.661267226
28-06-2022,Singapore,6.826726825
13-01-2022,Austria,7.568119806
17-05-2017,UK,7.790006604
28-06-2018,USA,3.792778097
19-09-2020,Austria,2.084099323
09-12-2022,Argentina,8.078936725
11-12-2015,China,3.415665376
20-01-2022,Austria,8.172605527
17-04-2020,Brazil,6.456585019
08-12-2017,Poland,3.560246142
13-02-2019,Argentina,7.163082119
15-08-2020,Nepal,5.088595827
20-11-2019,Nepal,7.956436689
21-09-2022,China,2.710716608
06-04-2015,Poland,7.422250444
17-05-2019,Argentina,3.467579348
20-04-2023,Nepal,2.220262208
27-03-2019,Germany,3.681095907
31-12-2020,Austria,8.176334523
11-06-2019,Canada,4.5343017
20-03-2023,Canada,4.466161252
18-09-2023,Argentina,3.401717467
18-11-2022,Brazil,5.860376736
11-03-2018,Germany,4.181320936
24-05-2019,Austria,5.469994243
25-12-2023,Brazil,7.785262744
18-06-2017,UK,4.645823689
29-04-2019,USA,8.206682075
01-05-2021,China,5.6080847
06-04-2019,China,5.727174668
17-01-2019,Poland,8.152646577
16-02-2018,Singapore,3.96577335
30-11-2021,USA,2.30254967
13-07-2017,Brazil,4.505707603
20-04-2019,India,4.004211617
08-08-2020,UK,3.006289151
04-10-2019,Brazil,4.103749991
18-09-2019,Brazil,2.356125236
17-05-2022,Brazil,6.318046898
30-06-2019,Argentina,3.802085724
27-06-2019,Canada,5.472284768
16-12-2016,Brazil,7.791207817
22-11-2020,Singapore,1.963646
02-03-2023,China,5.712613378
23-12-2020,Singapore,3.022243937
09-03-2023,Singapore,3.44633928
24-01-2022,Germany,8.123897427
26-03-2018,Poland,2.023769371
30-03-2023,Poland,4.452250986
16-08-2019,Nepal,3.724483063
18-09-2022,Brazil,2.887052889
12-08-2015,USA,7.119076345
15-03-2021,Canada,1.827542908
24-05-2015,China,4.448660723
16-02-2017,UK,4.669495741
30-07-2016,Germany,3.788123318
11-03-2016,Nepal,3.15495342
20-05-2019,USA,3.495258399
02-11-2015,Poland,6.983139455
27-02-2019,Germany,8.415683359
21-04-2016,Canada,3.490560732
22-11-2016,Nepal,1.759057367
28-11-2023,Singapore,7.926241381
21-09-2020,USA,3.861729082
16-03-2017,USA,1.986178803
09-09-2019,UK,7.308951524
10-02-2015,Nepal,6.562775687
10-03-2016,China,3.720327633
08-12-2020,Brazil,4.302410398
15-09-2022,Singapore,6.922294044
18-08-2016,Canada,5.786244529
15-04-2018,Nepal,3.5891067
18-03-2016,Canada,4.95335637
20-02-2020,Poland,8.270067695
12-09-2018,UK,7.401529503
10-06-2017,Germany,2.219205277
10-06-2017,Austria,1.83483967
29-06-2016,USA,2.471140964
07-02-2017,Brazil,7.529721393
02-05-2017,Argentina,4.549777236
03-09-2015,India,2.11611704
11-10-2016,Argentina,7.815935393
14-09-2015,Brazil,7.213033321
29-01-2020,Singapore,8.426955208
02-02-2017,Argentina,7.576104107
13-05-2020,China,7.683235425
18-07-2023,USA,2.275625179
28-08-2022,China,2.025295227
31-12-2017,Brazil,6.31545117
29-06-2017,Nepal,3.389384381
22-02-2022,India,7.97400885
26-01-2023,Germany,4.724856338
19-01-2017,India,3.735328764
25-01-2017,India,6.771243789
03-10-2015,Nepal,5.958325529
03-08-2019,Poland,2.356613164
26-11-2017,Singapore,3.183664129
07-09-2015,Canada,6.128882829
24-01-2016,China,3.753379542
13-04-2021,Argentina,4.87894417
06-01-2015,UK,3.346684235
08-11-2020,China,6.479669635
12-03-2018,Brazil,5.409606642
26-07-2015,Austria,6.116365444
24-02-2015,Argentina,7.491044331
14-08-2018,Argentina,2.046117101
24-05-2021,Canada,1.921868499
08-06-2017,USA,6.193492677
30-03-2015,Canada,7.22958011
27-09-2021,Austria,4.913519023
11-09-2019,Brazil,2.960630206
03-04-2023,Germany,6.831217726
16-09-2017,Singapore,7.50921184
02-07-2019,China,6.459586532
11-02-2017,Poland,2.577992476
14-01-2015,Singapore,2.239623326
10-09-2016,India,3.031493816
10-09-2019,Brazil,4.199030242
04-03-2017,Canada,7.575011509
19-01-2019,Singapore,2.921145092
16-10-2021,Nepal,2.815674309
22-06-2017,China,4.461657883
31-05-2023,Poland,3.650027459
15-05-2021,Germany,6.038680738
28-05-2021,India,4.726678849
12-02-2018,UK,6.715181953
25-07-2020,Austria,1.616115542
18-07-2021,Canada,2.809208362
25-02-2022,USA,4.833682966
06-08-2019,Singapore,4.668486412
06-11-2022,China,2.328283358
21-09-2023,Singapore,2.088467363
15-05-2021,Nepal,2.98446218
09-11-2015,Nepal,5.015332744
25-01-2017,Singapore,3.836176532
12-03-2020,Canada,3.408122067
17-03-2018,UK,1.843940806
06-09-2022,Nepal,6.624011267
11-02-2016,Nepal,2.857521385
10-02-2016,Austria,4.318844722
12-12-2020,Germany,3.431479899
07-02-2023,Germany,4.95531359
26-11-2016,Nepal,2.264291925
08-07-2017,USA,6.024414001
13-02-2018,UK,3.037058352
08-01-2017,USA,7.765409226
09-04-2019,Germany,3.363247712
31-07-2020,UK,5.224922074
28-08-2020,China,3.08525511
04-09-2016,Germany,6.396585949
27-02-2021,Nepal,4.243356628
13-11-2021,UK,3.039218084
14-05-2019,Argentina,3.377868648
27-07-2015,Austria,2.697203834
25-09-2021,Austria,3.933431793
25-10-2018,China,6.440973432
26-06-2023,China,6.637175895
29-06-2022,UK,2.795551781
22-06-2023,Argentina,5.85482845
01-10-2016,Argentina,3.637269318
10-02-2018,Argentina,3.170336397
27-10-2018,Brazil,6.270097393
27-03-2018,India,2.811410884
15-02-2019,Canada,2.492835587
14-06-2016,USA,6.162219653
23-02-2018,Nepal,3.838379049
25-05-2016,India,8.320595979
04-06-2023,UK,2.695075786
04-09-2015,USA,5.658036086
01-01-2023,Canada,5.582112007
22-07-2019,Canada,7.612529768
23-05-2022,Canada,2.265701982
06-10-2017,USA,5.47086711
25-11-2019,China,7.347513218
30-03-2017,Singapore,5.022025296
19-06-2019,India,6.926795868
04-02-2020,UK,3.632215899
22-06-2016,Argentina,3.84974146
30-09-2022,Canada,6.643705029
18-08-2021,Singapore,3.301376586
09-10-2022,Canada,3.274757918
13-04-2018,Canada,1.594927376
08-05-2022,Brazil,3.60793823
22-10-2015,Brazil,7.739606914
05-10-2019,Poland,7.498693124
12-05-2021,Germany,4.890483877
11-03-2015,China,6.300489103
08-07-2021,Argentina,5.978602172
06-04-2022,India,8.350462063
14-10-2020,Austria,6.115568392
01-05-2017,India,4.000360835
19-08-2015,USA,3.210574635
11-02-2022,Argentina,6.370642601
23-10-2015,Nepal,4.0159395
11-07-2015,Argentina,2.124917882
10-10-2015,Nepal,5.97113627
30-05-2019,China,7.640008251
09-04-2018,Poland,5.314414943
25-09-2018,Canada,8.41132166
24-10-2020,Singapore,2.724665738
25-03-2021,Poland,3.941915394
19-05-2020,Brazil,4.237183579
29-05-2018,Nepal,8.1168655
06-10-2022,China,3.665263082
28-09-2022,USA,5.556617824
09-04-2017,Argentina,3.902921102
30-03-2019,Germany,2.360728845
16-05-2015,Canada,5.466637014
04-06-2018,Brazil,3.518859735
02-06-2021,USA,4.992489133
02-09-2019,Poland,2.529917622
21-08-2017,Poland,2.551594262
06-10-2022,China,5.866565935
01-11-2015,Poland,2.638247759
29-07-2017,Canada,3.517819676
22-10-2022,China,1.609146797
18-07-2019,USA,3.021277115
30-08-2019,Germany,2.364050361
24-08-2017,Canada,3.640750505
14-07-2021,Nepal,3.965788645
07-01-2018,USA,1.849314323
19-01-2022,India,3.951527649
27-06-2018,China,6.996843092
28-09-2023,Singapore,6.157281993
30-11-2021,Singapore,2.585259107
24-09-2022,UK,6.492379694
09-12-2017,India,8.471399793
12-06-2022,Austria,4.524355487
18-01-2016,UK,3.535614182
07-12-2023,USA,4.812244375
27-10-2018,Brazil,3.241099534
02-12-2022,Poland,5.959312541
11-09-2018,Nepal,4.293795219
31-12-2022,UK,7.751235484
23-03-2017,China,5.67927155
19-08-2016,India,5.447353281
11-01-2021,Poland,7.631526837
28-01-2023,Germany,2.474234512
09-04-2019,Austria,3.250143118
01-06-2019,Nepal,5.379986386
03-03-2015,China,3.634972674
18-03-2016,China,5.466655631
30-06-2022,Poland,4.728080681
11-06-2020,India,4.131761607
16-02-2015,Nepal,2.172296092
10-10-2021,Singapore,4.593309319
09-08-2020,Brazil,5.026706215
04-02-2017,Poland,6.488189537
12-05-2022,Canada,3.97935693
10-11-2022,Canada,4.443539655
18-05-2021,Nepal,4.728987874
06-05-2020,Singapore,1.684954842
16-10-2022,Nepal,2.119002911
23-07-2021,India,5.806459854
24-04-2016,China,7.006424544
21-09-2022,Germany,5.085447569
28-07-2015,India,5.846228196
18-11-2021,Germany,7.644636646
23-08-2017,USA,6.787346213
05-12-2017,Nepal,2.381550884
04-04-2015,Poland,1.541669922
11-06-2017,Singapore,4.721545271
31-08-2023,USA,2.092613648
20-03-2022,China,7.309260025
14-03-2018,Poland,2.249342414
20-04-2017,Germany,2.181793435
18-03-2018,China,5.458103801
11-03-2015,Argentina,3.819153175
02-09-2018,USA,2.350098768
23-02-2015,Germany,6.220890996
24-01-2017,Argentina,6.518659647
28-06-2022,Argentina,2.935451147
08-01-2018,India,5.43434477
23-05-2022,Canada,2.454819251
21-05-2022,Poland,5.977676898
01-11-2020,India,3.606245461
20-08-2020,China,6.533994294
27-01-2019,USA,7.13931791
07-04-2015,Germany,6.314422879
27-10-2015,UK,1.969994433
17-01-2023,India,5.726534636
06-12-2019,UK,5.138757927
15-01-2020,Austria,2.930055579
21-01-2019,Canada,1.672594688
26-03-2023,Singapore,4.606711125
20-11-2023,USA,7.982311099
16-04-2023,China,4.331901352
03-05-2017,India,7.241896701
22-03-2017,Singapore,3.321900679
31-01-2020,Germany,6.269243129
12-02-2018,Poland,5.820109627
21-02-2018,Nepal,2.523724597
26-01-2020,USA,2.793654971
26-06-2015,Argentina,6.10225754
07-08-2015,India,5.080604979
25-10-2018,Argentina,5.326767179
25-09-2020,Canada,4.863265254
29-03-2016,China,6.172748705
03-11-2015,Germany,4.950748955
19-12-2015,Poland,3.42626944
10-09-2015,Nepal,6.383568925
06-11-2016,UK,4.747745886
28-09-2019,Nepal,2.53716571
29-05-2020,China,4.699575959
03-10-2017,Germany,4.226005786
21-02-2019,Germany,3.619330989
27-08-2019,Poland,6.052956285
22-04-2018,Poland,5.839135238
05-10-2019,USA,7.856758366
09-10-2023,Brazil,8.239575676
02-08-2019,Canada,7.67696932
04-02-2020,Canada,3.438328274
18-09-2019,India,4.00423364
27-02-2019,Singapore,2.975460972
30-11-2015,Argentina,5.175389549
22-01-2016,Singapore,1.939360397
08-12-2016,Poland,2.559819001
14-09-2023,Poland,6.534463763
09-02-2018,Brazil,4.716372207
08-03-2018,India,3.44838101
19-08-2015,Poland,3.620509196
11-11-2017,Nepal,1.977470766
13-03-2020,Poland,4.886212629
31-08-2019,Canada,5.740892586
22-03-2015,India,5.532272681
17-12-2020,Singapore,6.92778599
17-07-2017,Singapore,3.314582124
14-07-2019,Argentina,3.768536285
08-10-2016,Germany,3.936666541
23-09-2015,Germany,7.309203877
20-06-2018,UK,1.814503925
22-03-2022,Argentina,2.61425772
23-10-2020,UK,6.1568268
29-07-2015,Canada,8.039637363
24-08-2020,Canada,3.765615667
29-11-2016,Austria,8.369298774
16-02-2019,Argentina,7.069234518
18-08-2020,UK,7.798560166
17-11-2015,India,6.597142117
16-05-2019,Nepal,6.790697119
12-04-2023,Nepal,7.956630591
29-01-2018,USA,5.783325372
01-11-2019,UK,1.761927925
22-09-2018,Argentina,2.010171861
14-07-2016,Brazil,5.745733108
27-11-2018,USA,7.964855918
10-01-2016,Brazil,2.253627046
02-11-2015,Canada,4.143402621
13-02-2023,Poland,5.516457631
10-12-2019,Austria,2.870025633
01-04-2017,Canada,4.562603978
04-07-2015,China,3.078475776
09-04-2023,Argentina,2.634627074
22-08-2020,Singapore,7.160705526
16-05-2020,Austria,2.102128089
12-12-2021,USA,5.903809642
03-01-2018,Poland,2.173442806
13-05-2016,USA,7.170061931
25-03-2018,USA,4.016927014
02-06-2021,Nepal,5.478065199
26-05-2019,UK,3.884979183
20-01-2020,Poland,6.60983981
12-01-2017,Argentina,5.995626641
01-10-2017,Canada,2.830958305
14-10-2017,Austria,5.492590485
30-03-2018,Canada,5.005951997
26-04-2020,Brazil,5.829352046
18-12-2019,Singapore,7.473951198
08-04-2019,UK,4.572146438
01-12-2019,Poland,4.132827588
15-09-2023,UK,5.48406696
10-05-2022,India,6.976711501
10-09-2018,China,2.206391028
04-02-2017,Canada,3.114014539
28-05-2019,Germany,5.28376616
20-06-2016,USA,3.068148574
04-04-2016,China,7.955913304
15-07-2022,China,4.23298487
09-05-2018,Brazil,1.975669728
07-03-2023,India,8.276803725
23-11-2015,UK,5.24096667
05-08-2020,Austria,7.472366516
30-12-2015,Germany,5.000329056
24-10-2022,Nepal,5.830514412
15-03-2023,Singapore,6.382625358
20-08-2015,UK,5.579407582
28-01-2019,China,6.072624007
14-06-2021,USA,3.866316698
12-11-2022,China,2.903578798
13-10-2018,USA,2.475020397
30-09-2022,Singapore,7.217336648
07-12-2022,Brazil,7.969219836
09-11-2016,Poland,7.88623678
02-08-2016,USA,3.149320412
13-04-2021,UK,7.13963451
30-07-2019,Germany,7.830267059
20-01-2020,Argentina,7.345024194
21-09-2023,USA,3.920919008
22-11-2018,UK,8.14935448
01-11-2018,Germany,6.675025748
06-11-2021,UK,7.712630435
17-03-2020,Canada,8.126204736
06-08-2022,China,6.563308427
04-02-2018,UK,1.749200594
25-09-2023,Singapore,3.076715287
02-06-2020,Brazil,4.520608942
22-02-2016,China,6.970792867
25-07-2020,Austria,1.650102835
15-12-2020,USA,1.684476736
16-12-2015,Austria,5.239301028
09-09-2019,Nepal,6.273588514
06-05-2017,Argentina,1.626664049
05-10-2015,Canada,1.864982923
16-01-2020,Nepal,6.368083722
12-08-2015,Nepal,6.409364514
08-08-2017,Singapore,2.464393011
07-06-2016,Canada,2.325947898
23-12-2021,Germany,8.377741898
24-05-2020,Brazil,3.962523672
02-04-2021,Brazil,4.555673811
11-05-2023,USA,3.167191458
18-01-2018,UK,5.620322317
04-08-2020,Austria,4.391458386
20-04-2022,Singapore,5.476340281
25-11-2020,USA,7.612790667
30-06-2023,Austria,7.188353243
31-07-2022,UK,1.896582118
18-03-2022,Canada,2.764154345
25-01-2019,USA,3.698881182
13-07-2016,Germany,6.086462663
18-08-2016,Austria,8.486621663
10-07-2020,India,5.742866917
06-08-2019,Canada,6.103079743
14-05-2016,Poland,2.037626837
13-08-2023,China,8.068590997
20-07-2018,Austria,4.964504763
03-05-2020,Argentina,7.19397385
29-01-2015,Austria,4.604792863
08-02-2022,China,8.089988914
08-01-2021,Singapore,3.548783899
09-11-2020,Poland,3.209440542
20-10-2016,China,3.732012644
21-03-2016,Singapore,5.024117818
17-03-2017,USA,3.926448169
03-03-2018,Nepal,6.438511727
26-04-2016,Germany,4.903453871
29-04-2020,UK,2.924884546
19-09-2021,India,7.389977461
27-09-2022,Singapore,3.113751487
30-06-2023,Argentina,5.370759655
23-12-2020,UK,4.106729895
19-04-2021,India,1.751073732
16-10-2016,Austria,6.388393574
13-09-2022,Poland,6.849343867
28-12-2022,UK,1.649027552
22-09-2016,USA,3.392090007
11-10-2023,Germany,4.189236612
20-05-2016,UK,1.91804029
23-09-2015,Germany,4.187553819
27-06-2017,USA,7.539409672
25-06-2018,Nepal,4.608138146
19-09-2016,Austria,2.940110845
19-09-2019,India,6.119479865
07-04-2015,Singapore,1.865817559
